,datetime,tempmin,temp,tempmax
0,2023-08-07,18.7,20.8,22.8
1,2023-08-08,19.0,23.3,28.4
2,2023-08-09,21.7,25.1,29.3
3,2023-08-10,21.6,24.4,29.3
4,2023-08-11,19.9,23.9,27.8
5,2023-08-12,17.1,22.7,27.8
6,2023-08-13,21.7,25.5,30.6
7,2023-08-14,21.0,25.0,29.3
