,datetime,tempmin,temp,tempmax
0,2022-09-26,14.9,18.6,23.4
1,2022-09-27,14.9,18.5,23.8
2,2022-09-28,13.7,17.1,21.7
3,2022-09-29,11.6,14.4,18.4
4,2022-09-30,8.7,12.1,15.0
5,2022-10-01,11.0,12.9,14.3
6,2022-10-02,11.1,12.8,14.3
7,2022-10-03,11.1,11.9,12.9
