,datetime,tempmin,temp,tempmax
0,2022-10-10,9.8,13.1,18.4
1,2022-10-11,8.7,13.7,18.4
2,2022-10-12,10.4,16.5,23.8
3,2022-10-13,13.2,16.5,19.4
4,2022-10-14,15.6,17.7,20.0
5,2022-10-15,11.6,15.5,21.7
6,2022-10-16,11.1,14.3,19.4
7,2022-10-17,10.5,13.2,15.7
