,datetime,tempmin,temp,tempmax
0,2023-08-14,21.0,25.0,29.3
1,2023-08-15,19.4,20.5,24.9
2,2023-08-16,18.9,19.7,21.2
3,2023-08-17,17.9,19.9,21.2
4,2023-08-18,20.0,22.0,25.0
5,2023-08-19,17.3,20.4,23.4
6,2023-08-20,17.0,22.6,27.9
7,2023-08-21,20.1,24.2,28.7
