,datetime,tempmin,temp,tempmax
0,2022-09-19,15.0,17.6,22.2
1,2022-09-20,15.0,15.8,17.2
2,2022-09-21,13.9,16.7,20.1
3,2022-09-22,13.8,17.9,21.2
4,2022-09-23,10.0,12.4,16.2
5,2022-09-24,9.3,14.3,20.0
6,2022-09-25,10.5,16.2,20.6
7,2022-09-26,14.9,18.6,23.4
