,datetime,tempmin,temp,tempmax
0,2022-11-28,3.8,9.9,13.9
1,2022-11-29,0.5,3.7,5.7
2,2022-11-30,3.2,9.4,14.4
3,2022-12-01,2.8,4.4,6.2
4,2022-12-02,1.1,4.1,7.2
5,2022-12-03,3.8,10.2,15.0
6,2022-12-04,1.0,4.3,6.1
7,2022-12-05,-1.3,4.1,9.4
